1	Madrid	3 286 662	 Madrid	 Comunidad de Madrid
436	Silla	19 298	Valencia	 Comunidad Valenciana
437	Marchena	19 264	 Sevilla	 Andalucía
438	Albolote	19 199	 Granada	 Andalucía
439	El Viso del Alcor	19 161	 Sevilla	 Andalucía
440	Malgrat de Mar	19 093	 Barcelona	 Cataluña
441	San Bartolomé	18 989	Las Palmas	 Canarias
442	Boiro	18 976	La Coruña	 Galicia
443	Lasarte-Oria	18 949	 Guipúzcoa	 País Vasco
444	Teo	18 918	La Coruña	 Galicia
445	Parets	18 889	 Barcelona	 Cataluña
446	Utebo	18 881	 Zaragoza	 Aragón
447	Cardedeu	18 785	 Barcelona	 Cataluña
448	Baena	18 764	 Córdoba	 Andalucía
449	La Nucía	18 624	Alicante	 Comunidad Valenciana
450	Villaquilambre	18 589	 León	 Castilla y León
451	Tarifa	18 564	 Cádiz	 Andalucía
452	La Eliana	18 544	Valencia	 Comunidad Valenciana
453	Guadix	18 493	 Granada	 Andalucía
454	San Lorenzo de El Escorial	18 423	 Comunidad de Madrid
455	Lora del Río	18 417	 Sevilla	 Andalucía
456	Huércal de Almería	18 384	 Almería	 Andalucía
457	Felanich	18 357	 Islas Baleares
458	Santa Brígida	18 341	Las Palmas	 Canarias
459	San Celoni	18 285	 Barcelona	 Cataluña
460	Vera	18 224	 Almería	 Andalucía
461	El Astillero	18 153	 Cantabria
462	Palamós	18 145	Gerona	 Cataluña
463	Monforte de Lemos	18 081	 Lugo	 Galicia
464	Nigrán	18 054	 Pontevedra	 Galicia
465	Tordera	18 022	 Barcelona	 Cataluña
466	Caldas de Montbuy	17 932	 Barcelona	 Cataluña
467	Llodio	17 906	 Álava	 País Vasco
468	Tárrega	17 810	Lérida	 Cataluña
469	Sangenjo	17 760	 Pontevedra	 Galicia
470	El Rosario	17 750	Santa Cruz de Tenerife	 Canarias
471	Manzanares	17 738	 Ciudad Real	 Castilla-La Mancha
472	Daimiel	17 680	 Ciudad Real	 Castilla-La Mancha
473	Munguía	17 662	 Vizcaya	 País Vasco
474	Los Alcázares	17 603	 Región de Murcia
475	Fuente Álamo de Murcia	17 589	 Región de Murcia
476	Balaguer	17 460	Lérida	 Cataluña
477	Osuna	17 442	 Sevilla	 Andalucía
478	Villanueva del Pardillo	17 382	 Comunidad de Madrid
479	Bailén	17 377	 Jaén	 Andalucía
480	Benavente	17 376	Zamora	 Castilla y León
481	Tuy	17 375	 Pontevedra	 Galicia
482	Monzón	17 362	 Huesca	 Aragón
483	Poyo	17 276	 Pontevedra	 Galicia
484	Torredembarra	17 256	 Tarragona	 Cataluña
485	Mula	17 231	 Región de Murcia
486	Castilleja de la Cuesta	17 230	 Sevilla	 Andalucía
487	Tabernes de Valldigna	17 222	Valencia	 Comunidad Valenciana
488	Manilva	17 157	 Málaga	 Andalucía
489	Barbastro	17 146	 Huesca	 Aragón
490	Pollensa	17 126	 Islas Baleares
491	Ejea de los Caballeros	17 124	 Zaragoza	 Aragón
492	Pozoblanco	17 102	 Córdoba	 Andalucía
493	Rojales	16 943	Alicante	 Comunidad Valenciana
494	Yaiza	16 924	Las Palmas	 Canarias
495	Guadarrama	16 921	 Comunidad de Madrid
496	Fuenterrabía	16 904	 Guipúzcoa	 País Vasco
497	Guernica y Luno	16 855	 Vizcaya	 País Vasco
498	Albal	16 845	Valencia	 Comunidad Valenciana
499	La Garriga	16 788	 Barcelona	 Cataluña
500	Piera	16 787	 Barcelona	 Cataluña
501	Navalmoral de la Mata	16 784	 Cáceres	 Extremadura
502	Berga	16 762	 Barcelona	 Cataluña
503	Canovellas	16 761	 Barcelona	 Cataluña
504	Bermeo	16 755	 Vizcaya	 País Vasco
505	Montornés del Vallés	16 707	 Barcelona	 Cataluña
506	Zafra	16 702	 Badajoz	 Extremadura
507	Sada	16 627	La Coruña	 Galicia
508	El Escorial	16 618	 Comunidad de Madrid
509	Puerto Lumbreras	16 564	 Región de Murcia
510	La Algaba	16 491	 Sevilla	 Andalucía
511	Espartinas	16 401	 Sevilla	 Andalucía
512	Cubellas	16 386	 Barcelona	 Cataluña
513	Las Cabezas de San Juan	16 386	 Sevilla	 Andalucía
514	Ubrique	16 382	 Cádiz	 Andalucía
515	Chiva	16 285	Valencia	 Comunidad Valenciana
516	Masamagrell	16 223	Valencia	 Comunidad Valenciana
517	Punta Umbría	16 167	 Huelva	 Andalucía
518	Arenys de Mar	16 155	 Barcelona	 Cataluña
519	Guardamar del Segura	16 138	Alicante	 Comunidad Valenciana
520	Santomera	16 125	 Región de Murcia
521	Alcañiz	16 029	 Teruel	 Aragón
522	Churriana de la Vega	16 026	 Granada	 Andalucía
523	Carlet	15 945	Valencia	 Comunidad Valenciana
524	Villalbilla	15 866	 Comunidad de Madrid
525	Llissá de Munt	15 801	 Barcelona	 Cataluña
526	Baeza	15 773	 Jaén	 Andalucía
527	Miguelturra	15 744	 Ciudad Real	 Castilla-La Mancha
528	Pasajes	15 711	 Guipúzcoa	 País Vasco
529	Vallirana	15 658	 Barcelona	 Cataluña
530	Tarancón	15 645	 Cuenca	 Castilla-La Mancha
531	Ermua	15 589	 Vizcaya	 País Vasco
532	Tuineje	15 572	Las Palmas	 Canarias
533	Corvera de Asturias	15 563	 Principado de Asturias
534	San Martín del Rey Aurelio	15 505	 Principado de Asturias
535	Zizur Mayor	15 497	 Navarra
536	La Roda	15 497	 Albacete	 Castilla-La Mancha
537	Benetúser	15 493	Valencia	 Comunidad Valenciana
538	Montijo	15 427	 Badajoz	 Extremadura
539	Santa Cruz de la Palma	15 361	Santa Cruz de Tenerife	 Canarias
540	La Solana	15 313	 Ciudad Real	 Castilla-La Mancha
541	Fraga	15 250	 Huesca	 Aragón
542	Vivero	15 231	 Lugo	 Galicia
543	Corbera de Llobregat	15 210	 Barcelona	 Cataluña
544	Mos	15 199	 Pontevedra	 Galicia
545	Azpeitia	15 154	 Guipúzcoa	 País Vasco
546	Meco	15 143	 Comunidad de Madrid
547	Santa Úrsula	15 114	Santa Cruz de Tenerife	 Canarias
548	Santa Fe	15 042	 Granada	 Andalucía
549	Arnedo	15 017	 La Rioja
550	Alpedrete	15 006	 Comunidad de Madrid
551	Villaviciosa	14 984	 Principado de Asturias
552	Gondomar	14 970	 Pontevedra	 Galicia
553	La Carolina	14 960	 Jaén	 Andalucía
554	Palau-solità i Plegamans	14 911	 Barcelona	 Cataluña
555	Canet de Mar	14 845	 Barcelona	 Cataluña
556	Cuevas del Almanzora	14 790	 Almería	 Andalucía
557	San Carlos de la Rápita	14 767	 Tarragona	 Cataluña
558	Mollerusa	14 730	Lérida	 Cataluña
559	Torelló	14 726	 Barcelona	 Cataluña
560	Cehegín	14 710	 Región de Murcia
561	Santa Marta de Tormes	14 661	 Salamanca	 Castilla y León
562	Sopelana	14 635	 Vizcaya	 País Vasco
563	Ogíjares	14 627	 Granada	 Andalucía
564	Cunit	14 622	 Tarragona	 Cataluña
565	Vergara	14 513	 Guipúzcoa	 País Vasco
566	Andoáin	14 504	 Guipúzcoa	 País Vasco
567	La Carlota	14 324	 Córdoba	 Andalucía
568	Bollullos Par del Condado	14 293	 Huelva	 Andalucía
569	Alginet	14 219	Valencia	 Comunidad Valenciana
570	Cuarte de Huerva	14 169	 Zaragoza	 Aragón
571	Noya	14 140	La Coruña	 Galicia
572	Sanlúcar la Mayor	14 120	 Sevilla	 Andalucía
573	La Puebla	14 005	 Islas Baleares
574	Estella	13 977	 Navarra
575	Pilas	13 964	 Sevilla	 Andalucía
576	Carballino	13 932	 Orense	 Galicia
577	Torredelcampo	13 922	 Jaén	 Andalucía
578	Moralzarzal	13 905	 Comunidad de Madrid
579	Villalba	13 881	 Lugo	 Galicia
580	Beasáin	13 877	 Guipúzcoa	 País Vasco
581	Santa María de Guía de Gran Canaria	13 838	Las Palmas	 Canarias
582	Llanera	13 792	 Principado de Asturias
583	Tomiño	13 779	 Pontevedra	 Galicia
584	Torrijos	13 678	 Toledo	 Castilla-La Mancha
585	Cambados	13 671	 Pontevedra	 Galicia
586	Verín	13 625	 Orense	 Galicia
587	San Agustín del Guadalix	13 608	 Comunidad de Madrid
588	Santa Coloma de Farnés	13 557	Gerona	 Cataluña
589	Llanes	13 545	 Principado de Asturias
590	Gines	13 507	 Sevilla	 Andalucía
591	Santa Cruz de Bezana	13 482	 Cantabria
592	Torredonjimeno	13 467	 Jaén	 Andalucía
593	Sóller	13 454	 Islas Baleares
594	Valdemorillo	13 453	 Comunidad de Madrid
595	Nules	13 449	Castellón	 Comunidad Valenciana
596	Álora	13 382	 Málaga	 Andalucía
597	El Barco de Valdeorras	13 350	 Orense	 Galicia
598	Jaca	13 344	 Huesca	 Aragón
599	Aguilar de la Frontera	13 318	 Córdoba	 Andalucía
600	Guillena	13 270	 Sevilla	 Andalucía
601	Sarria	13 214	 Lugo	 Galicia
602	Canals	13 187	Valencia	 Comunidad Valenciana
603	Ocaña	13 185	 Toledo	 Castilla-La Mancha
604	Badía del Vallés	13 163	 Barcelona	 Cataluña
605	La Llagosta	13 155	 Barcelona	 Cataluña
606	Campo de Criptana	13 142	 Ciudad Real	 Castilla-La Mancha
607	Alovera	13 142	 Guadalajara	 Castilla-La Mancha
608	Montroig	13 101	 Tarragona	 Cataluña
609	Betanzos	13 066	La Coruña	 Galicia
610	Godella	13 050	Valencia	 Comunidad Valenciana
611	Abarán	12 992	 Región de Murcia
612	Antigua	12 940	Las Palmas	 Canarias
613	Gibraleón	12 930	 Huelva	 Andalucía
614	El Casar	12 919	 Guadalajara	 Castilla-La Mancha
615	Albatera	12 864	Alicante	 Comunidad Valenciana
616	San Sadurní de Noya	12 863	 Barcelona	 Cataluña
617	Berja	12 807	 Almería	 Andalucía
618	Santa Margarita	12 776	 Islas Baleares
619	Velilla de San Antonio	12 770	 Comunidad de Madrid
620	Argentona	12 745	 Barcelona	 Cataluña
621	Castellbisbal	12 735	 Barcelona	 Cataluña
622	Valverde del Camino	12 721	 Huelva	 Andalucía
623	Fene	12 702	La Coruña	 Galicia
624	Vilanova del Camí	12 699	 Barcelona	 Cataluña
625	Abrera	12 697	 Barcelona	 Cataluña
626	Teror	12 667	Las Palmas	 Canarias
627	Vejer de la Frontera	12 656	 Cádiz	 Andalucía
628	Brenes	12 652	 Sevilla	 Andalucía
629	Órdenes	12 589	La Coruña	 Galicia
630	Laviana	12 584	 Principado de Asturias
631	Palos de la Frontera	12 483	 Huelva	 Andalucía
632	Salobreña	12 477	 Granada	 Andalucía
633	Villafranca de los Barros	12 429	 Badajoz	 Extremadura
634	Ceutí	12 391	 Región de Murcia
635	Estepa	12 390	 Sevilla	 Andalucía
636	Monóvar	12 387	Alicante	 Comunidad Valenciana
637	Bayona	12 349	 Pontevedra	 Galicia
638	Santañí	12 321	 Islas Baleares
639	Alcalá del Río	12 315	 Sevilla	 Andalucía
640	Coria	12 308	 Cáceres	 Extremadura
641	Montgat	12 277	 Barcelona	 Cataluña
642	Seo de Urgel	12 261	Lérida	 Cataluña
643	La Alcudia	12 176	Valencia	 Comunidad Valenciana
644	Aranguren	12 156	 Navarra
645	Béjar	12 099	 Salamanca	 Castilla y León
646	Socuéllamos	12 098	 Ciudad Real	 Castilla-La Mancha
647	Villamartín	12 095	 Cádiz	 Andalucía
648	Huétor Vega	12 089	 Granada	 Andalucía
649	Albox	12 087	 Almería	 Andalucía
650	Capdepera	12 081	 Islas Baleares
651	Torroella de Montgrí	12 061	Gerona	 Cataluña
652	Fuensalida	12 004	 Toledo	 Castilla-La Mancha
653	Bueu	11 978	 Pontevedra	 Galicia
654	Ciudad Rodrigo	11 973	 Salamanca	 Castilla y León
655	Arrigorriaga	11 954	 Vizcaya	 País Vasco
656	Teulada	11 944	Alicante	 Comunidad Valenciana
657	Valle de Trápaga	11 918	 Vizcaya	 País Vasco
658	Bolaños de Calatrava	11 910	 Ciudad Real	 Castilla-La Mancha
659	Benifayó	11 877	Valencia	 Comunidad Valenciana
660	Vegas del Genil	11 874	 Granada	 Andalucía
661	Benisa	11 871	Alicante	 Comunidad Valenciana
662	La Puebla del Río	11 855	 Sevilla	 Andalucía
663	Olivenza	11 832	 Badajoz	 Extremadura
664	Cangas del Narcea	11 817	 Principado de Asturias
665	Echévarri	11 780	 Vizcaya	 País Vasco
666	Castillo de Aro	11 757	Gerona	 Cataluña
667	Son Servera	11 752	 Islas Baleares
668	Medina Sidonia	11 739	 Cádiz	 Andalucía
669	Andrach	11 735	 Islas Baleares
670	Calonge	11 712	Gerona	 Cataluña
671	Picaña	11 665	Valencia	 Comunidad Valenciana
672	Deltebre	11 656	 Tarragona	 Cataluña
673	Haro	11 634	 La Rioja
674	Bullas	11 627	 Región de Murcia
675	Peligros	11 624	 Granada	 Andalucía
676	Campos	11 618	 Islas Baleares
677	Azcoitia	11 617	 Guipúzcoa	 País Vasco
678	Castellón de Ampurias	11 611	Gerona	 Cataluña
679	Pallejá	11 593	 Barcelona	 Cataluña
680	San Andrés de Llavaneras	11 593	 Barcelona	 Cataluña
681	Beniel	11 578	 Región de Murcia
682	Benaguacil	11 568	Valencia	 Comunidad Valenciana
683	Jódar	11 533	 Jaén	 Andalucía
684	Oñate	11 515	 Guipúzcoa	 País Vasco
685	Laracha	11 505	La Coruña	 Galicia
686	Utiel	11 482	Valencia	 Comunidad Valenciana
687	Elgóibar	11 480	 Guipúzcoa	 País Vasco
688	Formentera	11 418	 Islas Baleares
689	Tegueste	11 359	Santa Cruz de Tenerife	 Canarias
690	Mancha Real	11 350	 Jaén	 Andalucía
691	Cocentaina	11 298	Alicante	 Comunidad Valenciana
692	La Bisbal del Ampurdán	11 163	Gerona	 Cataluña
693	Santiago del Teide	11 162	Santa Cruz de Tenerife	 Canarias
694	Bollullos de la Mitación	11 136	 Sevilla	 Andalucía
695	Valdés	11 099	 Principado de Asturias
696	Castalla	11 097	Alicante	 Comunidad Valenciana
697	Lardero	11 094	 La Rioja
698	Sonseca	11 084	 Toledo	 Castilla-La Mancha
699	Quintanar de la Orden	11 069	 Toledo	 Castilla-La Mancha
700	Barbadanes	11 061	 Orense	 Galicia
701	Cabanillas del Campo	10 968	 Guadalajara	 Castilla-La Mancha
702	Laredo	10 967	 Cantabria
703	Rianjo	10 949	La Coruña	 Galicia
704	La Puebla de Cazalla	10 903	 Sevilla	 Andalucía
705	Meliana	10 881	Valencia	 Comunidad Valenciana
706	Santoña	10 857	 Cantabria
707	Brunete	10 845	 Comunidad de Madrid
708	Fortuna	10 843	 Región de Murcia
709	San Juan de Torruella	10 820	 Barcelona	 Cataluña
710	El Grove	10 809	 Pontevedra	 Galicia
711	Bargas	10 807	 Toledo	 Castilla-La Mancha
712	La Roca del Vallés	10 776	 Barcelona	 Cataluña
713	La Palma del Condado	10 770	 Huelva	 Andalucía
714	Berriozar	10 765	 Navarra
715	Cantillana	10 751	 Sevilla	 Andalucía
716	Los Corrales de Buelna	10 742	 Cantabria
717	Alberique	10 710	Valencia	 Comunidad Valenciana
718	Cassá de la Selva	10 680	Gerona	 Cataluña
719	Daganzo de Arriba	10 650	 Comunidad de Madrid
720	Ripoll	10 641	Gerona	 Cataluña
721	Yuncos	10 630	 Toledo	 Castilla-La Mancha
722	Ansoáin	10 588	 Navarra
723	Tafalla	10 576	 Navarra
724	Tarazona	10 565	 Zaragoza	 Aragón
725	Huétor Tájar	10 543	 Granada	 Andalucía
726	La Escala	10 520	Gerona	 Cataluña
727	Lena	10 499	 Principado de Asturias
728	Pulpí	10 493	 Almería	 Andalucía
729	Griñón	10 491	 Comunidad de Madrid
730	Villacarrillo	10 484	 Jaén	 Andalucía
731	Alcora	10 468	Castellón	 Comunidad Valenciana
732	Gozón	10 433	 Principado de Asturias
733	Villafranca de Ordizia	10 424	 Guipúzcoa	 País Vasco
734	Peñarroya-Pueblonuevo	10 419	 Córdoba	 Andalucía
735	Premiá de Dalt	10 400	 Barcelona	 Cataluña
736	Alcácer	10 396	Valencia	 Comunidad Valenciana
737	Astorga	10 392	 León	 Castilla y León
738	Oyarzun	10 362	 Guipúzcoa	 País Vasco
739	Sedaví	10 349	Valencia	 Comunidad Valenciana
740	Villamarchante	10 348	Valencia	 Comunidad Valenciana
741	Alcaudete	10 347	 Jaén	 Andalucía
742	Gelves	10 317	 Sevilla	 Andalucía
743	Pego	10 295	Alicante	 Comunidad Valenciana
744	Santa Margarita de Montbuy	10 294	 Barcelona	 Cataluña
745	Amurrio	10 281	 Álava	 País Vasco
746	Villanueva de Arosa	10 240	 Pontevedra	 Galicia
747	Carreño	10 226	 Principado de Asturias
748	Caspe	10 220	 Zaragoza	 Aragón
749	Llinás del Vallés	10 205	 Barcelona	 Cataluña
750	Madridejos	10 202	 Toledo	 Castilla-La Mancha
751	Aller	10 201	 Principado de Asturias
752	Oropesa del Mar	10 184	Castellón	 Comunidad Valenciana
753	Calasparra	10 163	 Región de Murcia
754	Zumaya	10 153	 Guipúzcoa	 País Vasco
755	Caudete	10 135	 Albacete	 Castilla-La Mancha
756	El Álamo	10 123	 Comunidad de Madrid
757	Foz	10 118	 Lugo	 Galicia
758	Alella	10 079	 Barcelona	 Cataluña
759	Salvatierra de Miño	10 079	 Pontevedra	 Galicia
760	Garrucha	10 027	 Almería	 Andalucía
761	La Bañeza	10 024	 León	 Castilla y León
762	Villava	10 022	 Navarra
763	Íllora	10 020	 Granada	 Andalucía
764	La Guardia	10 013	 Pontevedra	 Galicia
765	Sax	9 988	Alicante	 Comunidad Valenciana
766	Puentes de García Rodríguez	9 974	La Coruña	 Galicia
767	Mengíbar	9 965	 Jaén	 Andalucía
768	Alguazas	9 965	 Región de Murcia
769	San Vicente de Castellet	9 949	 Barcelona	 Cataluña
770	Torrejón de la Calzada	9 947	 Comunidad de Madrid
771	Alhendín	9 941	 Granada	 Andalucía
772	Masanasa	9 929	Valencia	 Comunidad Valenciana
773	Binéfar	9 888	 Huesca	 Aragón
774	Consuegra	9 886	 Toledo	 Castilla-La Mancha
775	Fuente Palmera	9 879	 Córdoba	 Andalucía
776	San Antonio de Benagéber	9 874	Valencia	 Comunidad Valenciana
777	Ribadeo	9 811	 Lugo	 Galicia
778	Pinos Puente	9 804	 Granada	 Andalucía
779	Rute	9 801	 Córdoba	 Andalucía
780	Mora	9 796	 Toledo	 Castilla-La Mancha
781	Santa María de Palautordera	9 777	 Barcelona	 Cataluña
782	Bigas	9 757	 Barcelona	 Cataluña
783	Matadepera	9 752	 Barcelona	 Cataluña
784	Masquefa	9 744	 Barcelona	 Cataluña
785	Alfaro	9 727	 La Rioja
786	Caldas de Reyes	9 678	 Pontevedra	 Galicia
787	Villarrubia de los Ojos	9 667	 Ciudad Real	 Castilla-La Mancha
788	Palafolls	9 661	 Barcelona	 Cataluña
789	Pizarra	9 661	 Málaga	 Andalucía
790	Fernán Núñez	9 646	 Córdoba	 Andalucía
791	Alcarrás	9 637	Lérida	 Cataluña
792	Zumárraga	9 636	 Guipúzcoa	 País Vasco
793	Cuéllar	9 620	 Segovia	 Castilla y León
794	Alcanar	9 612	 Tarragona	 Cataluña
795	Ginzo de Limia	9 611	 Orense	 Galicia
796	Alayor	9 606	 Islas Baleares
797	Grado	9 598	 Principado de Asturias
798	San Juan del Puerto	9 532	 Huelva	 Andalucía
799	Valsequillo de Gran Canaria	9 490	Las Palmas	 Canarias
800	Puigcerdá	9 484	Gerona	 Cataluña
801	Tocina	9 484	 Sevilla	 Andalucía
802	El Espinar	9 476	 Segovia	 Castilla y León
803	Colmenarejo	9 473	 Comunidad de Madrid
804	Miajadas	9 458	 Cáceres	 Extremadura
805	Olivares	9 444	 Sevilla	 Andalucía
806	Buñol	9 438	Valencia	 Comunidad Valenciana
807	El Molar	9 437	 Comunidad de Madrid
808	Burela	9 430	 Lugo	 Galicia
809	Villacañas	9 418	 Toledo	 Castilla-La Mancha
810	Senmanat	9 417	 Barcelona	 Cataluña
811	Cervera	9 393	Lérida	 Cataluña
812	Rafelbuñol	9 381	Valencia	 Comunidad Valenciana
813	Salceda de Caselas	9 380	 Pontevedra	 Galicia
814	Abanto y Ciérvana	9 369	 Vizcaya	 País Vasco
815	Santa Comba	9 365	La Coruña	 Galicia
816	Sevilla la Nueva	9 361	 Comunidad de Madrid
817	Sabiñánigo	9 352	 Huesca	 Aragón
818	San Sebastián de La Gomera	9 342	Santa Cruz de Tenerife	 Canarias
819	Cervelló	9 307	 Barcelona	 Cataluña
820	Muro de Alcoy	9 303	Alicante	 Comunidad Valenciana
821	Puebla del Caramiñal	9 290	La Coruña	 Galicia
822	Arenys de Munt	9 278	 Barcelona	 Cataluña
823	Umbrete	9 253	 Sevilla	 Andalucía
824	Manzanares el Real	9 247	 Comunidad de Madrid
825	Tabernes Blanques	9 222	Valencia	 Comunidad Valenciana
826	Montoro	9 202	 Córdoba	 Andalucía
827	Santa María de Cayón	9 192	 Cantabria
828	Soto del Real	9 188	 Comunidad de Madrid
829	La Victoria de Acentejo	9 170	Santa Cruz de Tenerife	 Canarias
830	Jerez de los Caballeros	9 167	 Badajoz	 Extremadura
831	Padul	9 158	 Granada	 Andalucía
832	Puerto del Son	9 153	La Coruña	 Galicia
833	Segorbe	9 146	Castellón	 Comunidad Valenciana
834	Solsona	9 131	Lérida	 Cataluña
835	Cisterniga	9 129	 Valladolid	 Castilla y León
836	Vilasar de Dalt	9 128	 Barcelona	 Cataluña
837	Suances	9 115	 Cantabria
838	Tiana	9 110	 Barcelona	 Cataluña
839	San Fulgencio	9 091	Alicante	 Comunidad Valenciana
840	Palomares del Río	9 083	 Sevilla	 Andalucía
841	San Fausto de Campcentellas	9 064	 Barcelona	 Cataluña
842	La Matanza de Acentejo	9 054	Santa Cruz de Tenerife	 Canarias
843	San Lorenzo del Cardezar	9 035	 Islas Baleares
844	Binisalem	9 027	 Islas Baleares
845	San Fructuoso de Bages	9 025	 Barcelona	 Cataluña
846	Llagostera	9 024	Gerona	 Cataluña
847	La Ametlla	9 020	 Barcelona	 Cataluña
848	Monserrat	9 017	Valencia	 Comunidad Valenciana
849	Tineo	9 009	 Principado de Asturias
850	El Sauzal	9 005	Santa Cruz de Tenerife	 Canarias
851	Catral	8 976	Alicante	 Comunidad Valenciana
852	Cheste	8 971	Valencia	 Comunidad Valenciana
853	Loeches	8 944	 Comunidad de Madrid
854	Almusafes	8 929	Valencia	 Comunidad Valenciana
855	Almagro	8 907	 Ciudad Real	 Castilla-La Mancha
856	Silleda	8 860	 Pontevedra	 Galicia
857	La Mojonera	8 824	 Almería	 Andalucía
858	San Martín de Valdeiglesias	8 812	 Comunidad de Madrid
859	Hoyo de Manzanares	8 811	 Comunidad de Madrid
860	Montmeló	8 793	 Barcelona	 Cataluña
861	El Puig	8 792	Valencia	 Comunidad Valenciana
862	Benahavís	8 763	 Málaga	 Andalucía
863	Arico	8 754	Santa Cruz de Tenerife	 Canarias
864	Villamediana de Iregua	8 745	 La Rioja
865	Trujillo	8 695	 Cáceres	 Extremadura
866	Tordesillas	8 664	 Valladolid	 Castilla y León
867	Reinosa	8 660	 Cantabria
868	Tudela de Duero	8 636	 Valladolid	 Castilla y León
869	Zuera	8 632	 Zaragoza	 Aragón
870	El Cuervo de Sevilla	8 623	 Sevilla	 Andalucía
871	Monforte del Cid	8 619	Alicante	 Comunidad Valenciana
872	Villanueva de Córdoba	8 587	 Córdoba	 Andalucía
873	Colindres	8 512	 Cantabria
874	Santiponce	8 507	 Sevilla	 Andalucía
